STATEABBR,PRINMERCD,PRINMER,TWNSHPNO,TWNSHPFRAC,TWNSHPDIR,RANGENO,RANGEFRAC,RANGEDIR,TWNSHPDPCD,PLSSID,STEWARD,TWNSHPLAB,FRSTDIVID,FRSTDIVTYP,FRSTDIVTXT,FRSTDIVNO,FRSTDIVDUP,FRSTDIVLAB,SECDIVID,SECDIVTYP,SECDIVTXT,SECDIVNO,SECDIVSUF,SECDIVNOTE,SECDIVLAB,SURVID,SURVTYP,SURVTYPTXT,SRVNAME,SURVNO,SURVSUF,SURVNOTE,SURVDIV,SURVLAB,QSEC,QQSEC,GOVLOT,SOURCEREF,SOURCEDATE,RECRDAREATX,RECRDAREANO,GISACRE,REVISEDDATE,GlobalID,OBJECTID,Shape.STArea(),Shape.STLength(),geometry
SD,05,5th Meridian,109,0,N,056,0,W,0,SD051090N0560W0,BLM Cadastral - MT,109N 56W,SD051090N0560W0SN010,SN,Section,01,0,01,SD051090N0560W0SN010L3,L,Government Lot,3,,,L 3,,,,,,,,,,NW,SENW,L3,,,17.3 Acres,17.3,16.84174548,1343692800000,{BF1AF592-2085-4107-AA91-221F82D35842},152301,133038.9296875,1718.6565034946138,"[[-10854154.3791, 5508214.306400001], [-10854042.7787, 5508063.817699999], [-10854377.0193, 5508063.825300001], [-10854373.7255, 5508628.0276999995], [-10854154.5834, 5508628.014200002], [-10854154.3791, 5508214.306400001]]"
SD,05,5th Meridian,109,0,N,056,0,W,0,SD051090N0560W0,BLM Cadastral - MT,109N 56W,SD051090N0560W0SN010,SN,Section,01,0,01,SD051090N0560W0SN010L4,L,Government Lot,4,,,L 4,,,,,,,,,,NW,NENW,L4,,,13.35 Acres,13.35,12.71277498,1343692800000,{AF84D1FE-78F9-4045-98AE-1317AF509A16},152261,100434.25390625,1410.1432155659904,"[[-10854154.724, 5508916.723700002], [-10854154.5834, 5508628.014200002], [-10854373.7255, 5508628.0276999995], [-10854370.586, 5509165.054099999], [-10854286.4537, 5509165.073899999], [-10854154.724, 5508916.723700002]]"
SD,05,5th Meridian,110,0,N,067,0,W,0,SD051100N0670W0,BLM Cadastral - MT,110N 67W,SD051100N0670W0SN030,SN,Section,03,0,03,SD051100N0670W0SN030L3,L,Government Lot,3,,,L 3,,,,,,,,,,NW,NENW,L3,,,40.03 Acres,40.03,40.10066523,1343692800000,{25F68C1B-DA7F-470F-8B49-3DC4E597B085},168040,317869.10546875,2255.231273626506,"[[-11006614.5279, 5522384.180500001], [-11007177.1288, 5522384.2914], [-11007180.7662, 5522949.773000002], [-11006617.7201, 5522948.260399997], [-11006614.5279, 5522384.180500001]]"
SD,05,5th Meridian,110,0,N,067,0,W,0,SD051100N0670W0,BLM Cadastral - MT,110N 67W,SD051100N0670W0SN030,SN,Section,03,0,03,SD051100N0670W0SN030L4,L,Government Lot,4,,,L 4,,,,,,,,,,NW,NWNW,L4,,,40.13 Acres,40.13,40.20152366,1343692800000,{EC86A890-58ED-4B49-AAD9-68A490A378F1},168039,318668.72265625,2258.079491984105,"[[-11007177.1288, 5522384.2914], [-11007739.7266, 5522384.3675], [-11007743.8155, 5522951.289800003], [-11007180.7662, 5522949.773000002], [-11007177.1288, 5522384.2914]]"
SD,05,5th Meridian,110,0,N,067,0,W,0,SD051100N0670W0,BLM Cadastral - MT,110N 67W,SD051100N0670W0SN030,SN,Section,03,0,03,SD051100N0670W0SN030ASWNW,A,Aliquot Part,SWNW,,,SWNW,,,,,,,,,,NW,SWNW,,,,40 Acres,40.0,40.02290449,1343692800000,{0A8BAB1E-72C5-4D89-B073-22326402B835},168063,317213.7578125,2252.899140584206,"[[-11007173.5007, 5521820.237499997], [-11007735.6594, 5521820.305100001], [-11007739.7266, 5522384.3675], [-11007177.1288, 5522384.2914], [-11007173.5007, 5521820.237499997]]"
SD,05,5th Meridian,110,0,N,067,0,W,0,SD051100N0670W0,BLM Cadastral - MT,110N 67W,SD051100N0670W0SN020,SN,Section,02,0,02,SD051100N0670W0SN020ANWSE,A,Aliquot Part,NWSE,,,NWSE,,,,,,,,,,SE,NWSE,,,,40 Acres,40.0,40.01468696,1343692800000,{C32F3948-9554-4C8C-85CD-7F4B32FBDAFB},168093,317109.1796875,2252.510469827064,"[[-11003801.1724, 5521254.069700003], [-11004362.5735, 5521254.531099997], [-11004363.7309, 5521819.194300003], [-11003802.0454, 5521818.828199998], [-11003801.1724, 5521254.069700003]]"
SD,05,5th Meridian,110,0,N,067,0,W,0,SD051100N0670W0,BLM Cadastral - MT,110N 67W,SD051100N0670W0SN020,SN,Section,02,0,02,SD051100N0670W0SN020ANESE,A,Aliquot Part,NESE,,,NESE,,,,,,,,,,SE,NESE,,,,40 Acres,40.0,40.02157183,1343692800000,{EF7D5AE7-1185-4B85-AD43-D333A0820694},168094,317163.65625,2252.703339671026,"[[-11003239.7713, 5521253.574000001], [-11003801.1724, 5521254.069700003], [-11003802.0454, 5521818.828199998], [-11003240.3566, 5521818.427599996], [-11003239.7713, 5521253.574000001]]"
SD,05,5th Meridian,110,0,N,067,0,W,0,SD051100N0670W0,BLM Cadastral - MT,110N 67W,SD051100N0670W0SN030,SN,Section,03,0,03,SD051100N0670W0SN030ASENW,A,Aliquot Part,SENW,,,SENW,,,,,,,,,,NW,SENW,,,,40 Acres,40.0,40.02251174,1343692800000,{AA869BC6-E65C-4E24-B576-386BF40796FC},168064,317210.6171875,2252.8826033436108,"[[-11006611.3389, 5521820.135200001], [-11007173.5007, 5521820.237499997], [-11007177.1288, 5522384.2914], [-11006614.5279, 5522384.180500001], [-11006611.3389, 5521820.135200001]]"
SD,05,5th Meridian,110,0,N,067,0,W,0,SD051100N0670W0,BLM Cadastral - MT,110N 67W,SD051100N0670W0SN020,SN,Section,02,0,02,SD051100N0670W0SN020ASWSE,A,Aliquot Part,SWSE,,,SWSE,,,,,,,,,,SE,SWSE,,,,40 Acres,40.0,39.99719637,1343692800000,{FC7DB101-1C2C-48F5-9277-6DDAE72BB5C4},168117,316931.59375,2251.881745262109,"[[-11003800.2996, 5520689.333400004], [-11004361.413, 5520689.902500004], [-11004362.5735, 5521254.531099997], [-11003801.1724, 5521254.069700003], [-11003800.2996, 5520689.333400004]]"
SD,05,5th Meridian,110,0,N,067,0,W,0,SD051100N0670W0,BLM Cadastral - MT,110N 67W,SD051100N0670W0SN020,SN,Section,02,0,02,SD051100N0670W0SN020ASESE,A,Aliquot Part,SESE,,,SESE,,,,,,,,,,SE,SESE,,,,40 Acres,40.0,40.00380726,1343692800000,{8ABCA471-5A4D-46F6-BD1B-0854AB7A4AB6},168118,316983.8984375,2252.066789847295,"[[-11003239.186, 5520688.7597], [-11003800.2996, 5520689.333400004], [-11003801.1724, 5521254.069700003], [-11003239.7713, 5521253.574000001], [-11003239.186, 5520688.7597]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN070,SN,Section,07,0,07,SD051110N0690W0SN070ANESE,A,Aliquot Part,NESE,,,NESE,,,,,,,,,,SE,NESE,,,,40 Acres,40.0,39.97999133,1343692800000,{9E676A3F-6248-417B-AEC3-094C3DB86A78},186889,317615.69921875,2254.3052478417026,"[[-11039608.628, 5532564.486699998], [-11039609.0016, 5533129.696800001], [-11039047.0939, 5533130.234200001], [-11039046.5781, 5532565.097599998], [-11039608.628, 5532564.486699998]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN080,SN,Section,08,0,08,SD051110N0690W0SN080ANWSW,A,Aliquot Part,NWSW,,,NWSW,,,,,,,,,,SW,NWSW,,,,40 Acres,40.0,40.1109559,1343692800000,{563EB1F7-5289-4979-BD00-8F19CB013C9C},186890,318656.21875,2257.987528304243,"[[-11039046.5781, 5532565.097599998], [-11039047.0939, 5533130.234200001], [-11038483.1949, 5533130.217500001], [-11038482.7286, 5532565.115500003], [-11039046.5781, 5532565.097599998]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN070,SN,Section,07,0,07,SD051110N0690W0SN070ANWSE,A,Aliquot Part,NWSE,,,NWSE,,,,,,,,,,SE,NWSE,,,,40 Acres,40.0,39.98520228,1343692800000,{E5CBFC1E-0F8F-41BB-B42E-2B134EFD18D4},186894,317656.8984375,2254.452023763041,"[[-11040170.6778, 5532563.845200002], [-11040170.9091, 5533129.129000001], [-11039609.0016, 5533129.696800001], [-11039608.628, 5532564.486699998], [-11040170.6778, 5532563.845200002]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN080,SN,Section,08,0,08,SD051110N0690W0SN080ANESW,A,Aliquot Part,NESW,,,NESW,,,,,,,,,,SW,NESW,,,,40 Acres,40.0,40.10885703,1343692800000,{A1522C3B-FA90-4E4D-8A41-E9F8AA35F938},186891,318639.63671875,2257.928648392955,"[[-11037918.8759, 5532565.0988000035], [-11038482.7286, 5532565.115500003], [-11038483.1949, 5533130.217500001], [-11037919.2928, 5533130.170299999], [-11037918.8759, 5532565.0988000035]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN080,SN,Section,08,0,08,SD051110N0690W0SN080ASWSW,A,Aliquot Part,SWSW,,,SWSW,,,,,,,,,,SW,SWSW,,,,40 Acres,40.0,40.11065076,1343692800000,{DA6A1C34-8017-41D3-8881-A43A50AB911B},186913,318614.5546875,2257.839928845147,"[[-11039046.0623, 5531999.995999999], [-11039046.5781, 5532565.097599998], [-11038482.7286, 5532565.115500003], [-11038482.2624, 5532000.027000003], [-11039046.0623, 5531999.995999999]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN070,SN,Section,07,0,07,SD051110N0690W0SN070ASESE,A,Aliquot Part,SESE,,,SESE,,,,,,,,,,SE,SESE,,,,40 Acres,40.0,39.99328829,1343692800000,{25759B52-E2BC-4B89-BB03-B72EDBA6E707},186916,317682.21875,2254.5404269913324,"[[-11039608.2575, 5531999.294100001], [-11039608.628, 5532564.486699998], [-11039046.5781, 5532565.097599998], [-11039046.0623, 5531999.995999999], [-11039608.2575, 5531999.294100001]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN080,SN,Section,08,0,08,SD051110N0690W0SN080ASESW,A,Aliquot Part,SESW,,,SESW,,,,,,,,,,SW,SESW,,,,40 Acres,40.0,40.10856214,1343692800000,{C3CEE8D6-90B3-4814-A2AD-5A9CF2C5C8C7},186914,318598.03125,2257.7812473187078,"[[-11038482.2624, 5532000.027000003], [-11038482.7286, 5532565.115500003], [-11037918.8759, 5532565.0988000035], [-11037918.4592, 5532000.062299997], [-11038482.2624, 5532000.027000003]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN070,SN,Section,07,0,07,SD051110N0690W0SN070ASWSE,A,Aliquot Part,SWSE,,,SWSE,,,,,,,,,,SE,SWSE,,,,40 Acres,40.0,39.99854655,1343692800000,{0E2083B7-B35A-4370-8E71-6B4C2F1C30BF},186918,317723.8046875,2254.6885720418036,"[[-11040170.4495, 5531998.592], [-11040170.6778, 5532563.845200002], [-11039608.628, 5532564.486699998], [-11039608.2575, 5531999.294100001], [-11040170.4495, 5531998.592]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ANENW,A,Aliquot Part,NENW,,,NENW,,,,,,,,,,NW,NENW,,,,40 Acres,40.0,39.98573078,1343692800000,{FA0C035E-FC6D-46AE-9883-3A487FFA9AEC},187039,317426.37109375,2253.631949485303,"[[-11040731.0019, 5529173.184600003], [-11040731.1591, 5529737.608900003], [-11040168.9271, 5529739.142099999], [-11040168.8132, 5529174.358499996], [-11040731.0019, 5529173.184600003]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ANENE,A,Aliquot Part,NENE,,,NENE,,,,,,,,,,NE,NENE,,,,40 Acres,40.0,40.01983612,1343692800000,{C822C370-F5A9-4799-8962-2F2AFBBCFD2B},187037,317697.4453125,2254.5962992546406,"[[-11039606.6864, 5529175.394000001], [-11039606.7478, 5529740.402500004], [-11039044.5651, 5529741.6630000025], [-11039044.5564, 5529176.3901999965], [-11039606.6864, 5529175.394000001]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ANWNE,A,Aliquot Part,NWNE,,,NWNE,,,,,,,,,,NE,NWNE,,,,40 Acres,40.0,40.00231098,1343692800000,{AD3715C5-C147-4BAA-BD54-87C7EC2A738A},187038,317558.140625,2254.100581479849,"[[-11040168.8132, 5529174.358499996], [-11040168.9271, 5529739.142099999], [-11039606.7478, 5529740.402500004], [-11039606.6864, 5529175.394000001], [-11040168.8132, 5529174.358499996]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190L1,L,Government Lot,1,,,L 1,,,,,,,,,,NW,NWNW,L1,,,38.65 Acres,38.65,38.61011524,1343692800000,{8DC7C9FF-8B63-4102-BC1B-D40431318F5E},187040,306505.9375,2214.9215773487585,"[[-11041274.0031, 5529172.023400001], [-11041274.5561, 5529736.118900001], [-11040731.1591, 5529737.608900003], [-11040731.0019, 5529173.184600003], [-11041274.0031, 5529172.023400001]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ASENE,A,Aliquot Part,SENE,,,SENE,,,,,,,,,,NE,SENE,,,,40 Acres,40.0,40.01920067,1343692800000,{5398CC10-AFC3-40FF-9BA9-599125708105},187061,317653.2578125,2254.4387917874874,"[[-11039606.6252, 5528610.398500003], [-11039606.6864, 5529175.394000001], [-11039044.5564, 5529176.3901999965], [-11039044.551, 5528611.152500004], [-11039606.6252, 5528610.398500003]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ASENW,A,Aliquot Part,SENW,,,SENW,,,,,,,,,,NW,SENW,,,,40 Acres,40.0,39.98539679,1343692800000,{0AC8C740-0B32-4111-A666-BCBEF8E2EC8D},187063,317384.69921875,2253.4827618166482,"[[-11040730.8448, 5528608.786499999], [-11040731.0019, 5529173.184600003], [-11040168.8132, 5529174.358499996], [-11040168.6994, 5528609.6098000035], [-11040730.8448, 5528608.786499999]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ASWNE,A,Aliquot Part,SWNE,,,SWNE,,,,,,,,,,NE,SWNE,,,,40 Acres,40.0,40.00178862,1343692800000,{53A3D305-0C60-4C28-8FB0-42D59777CE3A},187062,317514.96875,2253.946721874835,"[[-11040168.6994, 5528609.6098000035], [-11040168.8132, 5529174.358499996], [-11039606.6864, 5529175.394000001], [-11039606.6252, 5528610.398500003], [-11040168.6994, 5528609.6098000035]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190L2,L,Government Lot,2,,,L 2,,,,,,,,,,NW,SWNW,L2,,,38.63 Acres,38.63,38.58486305,1343692800000,{AEFEA336-C2C0-4C7D-9328-D47888D7DA7D},187064,306267.75,2214.0741628540977,"[[-11041273.453, 5528607.958899997], [-11041274.0031, 5529172.023400001], [-11040731.0019, 5529173.184600003], [-11040730.8448, 5528608.786499999], [-11041273.453, 5528607.958899997]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ANESE,A,Aliquot Part,NESE,,,NESE,,,,,,,,,,SE,NESE,,,,40 Acres,40.0,40.01977345,1343692800000,{22D3F361-87DB-4F21-AB33-FD1C9431DD1D},187085,317618.71484375,2254.3158960366645,"[[-11039606.564, 5528045.381899998], [-11039606.6252, 5528610.398500003], [-11039044.551, 5528611.152500004], [-11039044.5424, 5528045.9498], [-11039606.564, 5528045.381899998]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190L3,L,Government Lot,3,,,L 3,,,,,,,,,,SW,NWSW,L3,,,38.6 Acres,38.6,38.56120228,1343692800000,{D0E3174A-3E63-4F94-BB50-45896FBEBA93},187088,306042.30859375,2213.2739019791734,"[[-11041272.9, 5528043.929099999], [-11041273.453, 5528607.958899997], [-11040730.8448, 5528608.786499999], [-11040730.6845, 5528044.367200002], [-11041272.9, 5528043.929099999]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ANESW,A,Aliquot Part,NESW,,,NESW,,,,,,,,,,SW,NESW,,,,40 Acres,40.0,39.99060894,1343692800000,{653401BF-DB07-4049-9007-050907DF2F94},187087,317387.01171875,2253.4904914265303,"[[-11040730.6845, 5528044.367200002], [-11040730.8448, 5528608.786499999], [-11040168.6994, 5528609.6098000035], [-11040168.5856, 5528044.783699997], [-11040730.6845, 5528044.367200002]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN200,SN,Section,20,0,20,SD051110N0690W0SN200ANESW,A,Aliquot Part,NESW,,,NESW,,,,,,,,,,SW,NESW,,,,40 Acres,40.0,40.11346879,1343692800000,{D578F0A7-9C33-4F92-9727-070CC752321A},187083,318362.53515625,2256.949224101423,"[[-11038481.4044, 5528046.045999996], [-11038481.3944, 5528611.3352999985], [-11037918.2409, 5528611.4833], [-11037918.2696, 5528046.111699998], [-11038481.4044, 5528046.045999996]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ANWSE,A,Aliquot Part,NWSE,,,NWSE,,,,,,,,,,SE,NWSE,,,,40 Acres,40.0,40.00645786,1343692800000,{C8089477-9D4F-4A28-AB22-DC7F012AC316},187086,317512.921875,2253.939386495176,"[[-11040168.5856, 5528044.783699997], [-11040168.6994, 5528609.6098000035], [-11039606.6252, 5528610.398500003], [-11039606.564, 5528045.381899998], [-11040168.5856, 5528044.783699997]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN200,SN,Section,20,0,20,SD051110N0690W0SN200ANWSW,A,Aliquot Part,NWSW,,,NWSW,,,,,,,,,,SW,NWSW,,,,40 Acres,40.0,40.10770919,1343692800000,{50CAA782-9296-499E-A96F-BB1E425FC7B0},187084,318316.76171875,2256.786638045806,"[[-11039044.5424, 5528045.9498], [-11039044.551, 5528611.152500004], [-11038481.3944, 5528611.3352999985], [-11038481.4044, 5528046.045999996], [-11039044.5424, 5528045.9498]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN200,SN,Section,20,0,20,SD051110N0690W0SN200ASWSW,A,Aliquot Part,SWSW,,,SWSW,,,,,,,,,,SW,SWSW,,,,40 Acres,40.0,40.10945173,1343692800000,{BA9B2262-08B1-4261-9BC6-0FE733B5A516},187108,318291.3515625,2256.6965084184467,"[[-11038481.4144, 5527480.774400003], [-11039044.5337, 5527480.782200001], [-11039044.5424, 5528045.9498], [-11038481.4044, 5528046.045999996], [-11038481.4144, 5527480.774400003]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190L4,L,Government Lot,4,,,L 4,,,,,,,,,,SW,SWSW,L4,,,38.58 Acres,38.58,38.53635979,1343692800000,{80AA3157-DB72-4E77-BF04-48402C66E0C6},187112,305807.5546875,2212.43977120331,"[[-11041272.347, 5527479.938500002], [-11041272.9, 5528043.929099999], [-11040730.6845, 5528044.367200002], [-11040730.5241, 5527479.956900001], [-11041272.347, 5527479.938500002]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN200,SN,Section,20,0,20,SD051110N0690W0SN200ASESW,A,Aliquot Part,SESW,,,SESW,,,,,,,,,,SW,SESW,,,,40 Acres,40.0,40.11535577,1343692800000,{FBA96949-E470-4713-8C81-F6FC9153B59E},187107,318338.3046875,2256.863304633513,"[[-11037918.298, 5527480.771200001], [-11038481.4144, 5527480.774400003], [-11038481.4044, 5528046.045999996], [-11037918.2696, 5528046.111699998], [-11037918.298, 5527480.771200001]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ASWSE,A,Aliquot Part,SWSE,,,SWSE,,,,,,,,,,SE,SWSE,,,,40 Acres,40.0,40.00592778,1343692800000,{79021227-3AED-4D76-9778-B54F37AC55FB},187110,317469.62109375,2253.785471835891,"[[-11040168.4717, 5527479.988200001], [-11040168.5856, 5528044.783699997], [-11039606.564, 5528045.381899998], [-11039606.5027, 5527480.383000001], [-11040168.4717, 5527479.988200001]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ASESE,A,Aliquot Part,SESE,,,SESE,,,,,,,,,,SE,SESE,,,,40 Acres,40.0,40.01908272,1343692800000,{0785D303-1CF3-4388-B6D1-600AA7E69566},187109,317574.1484375,2254.1575320919983,"[[-11039606.5027, 5527480.383000001], [-11039606.564, 5528045.381899998], [-11039044.5424, 5528045.9498], [-11039044.5337, 5527480.782200001], [-11039606.5027, 5527480.383000001]]"
SD,05,5th Meridian,111,0,N,069,0,W,0,SD051110N0690W0,BLM Cadastral - MT,111N 69W,SD051110N0690W0SN190,SN,Section,19,0,19,SD051110N0690W0SN190ASESW,A,Aliquot Part,SESW,,,SESW,,,,,,,,,,SW,SESW,,,,40 Acres,40.0,39.9908107,1343692800000,{F794F43F-97D5-477B-BC01-700443D7445E},187111,317349.57421875,2253.3572894529157,"[[-11040730.5241, 5527479.956900001], [-11040730.6845, 5528044.367200002], [-11040168.5856, 5528044.783699997], [-11040168.4717, 5527479.988200001], [-11040730.5241, 5527479.956900001]]"
SD,05,5th Meridian,111,0,N,071,0,W,0,SD051110N0710W0,BLM Cadastral - MT,111N 71W,SD051110N0710W0SN240,SN,Section,24,0,24,SD051110N0710W0SN240ANENE,A,Aliquot Part,NENE,,,NENE,,,,,,,,,,NE,NENE,,,,40 Acres,40.0,39.89620563,1343692800000,{8865DDAF-BF97-43C7-A087-EC83DB7E7E88},188162,316691.29296875,2251.059467029148,"[[-11054666.6386, 5528861.124399997], [-11054666.6876, 5529424.9038999975], [-11054105.0899, 5529429.8895], [-11054105.115, 5528865.772200003], [-11054666.6386, 5528861.124399997]]"
SD,05,5th Meridian,111,0,N,071,0,W,0,SD051110N0710W0,BLM Cadastral - MT,111N 71W,SD051110N0710W0SN240,SN,Section,24,0,24,SD051110N0710W0SN240ANWNE,A,Aliquot Part,NWNE,,,NWNE,,,,,,,,,,NE,NWNE,,,,40 Acres,40.0,39.87332656,1343692800000,{B78BA1A7-BD4C-4447-9D55-10111B5E614D},188163,316509.18359375,2250.409871122246,"[[-11055228.1589, 5528856.4463], [-11055228.2883, 5529419.913999997], [-11054666.6876, 5529424.9038999975], [-11054666.6386, 5528861.124399997], [-11055228.1589, 5528856.4463]]"
SD,05,5th Meridian,111,0,N,071,0,W,0,SD051110N0710W0,BLM Cadastral - MT,111N 71W,SD051110N0710W0SN240,SN,Section,24,0,24,SD051110N0710W0SN240ANWNW,A,Aliquot Part,NWNW,,,NWNW,,,,,,,,,,NW,NWNW,,,,40 Acres,40.0,39.84155993,1343692800000,{063D6490-2F6F-4ABD-8DD4-A156B5CCCF4A},188165,316256,2249.505138524723,"[[-11056351.4844, 5528847.0427], [-11056351.7651, 5529409.938699998], [-11055790.0253, 5529414.9243], [-11055789.8216, 5528851.759800002], [-11056351.4844, 5528847.0427]]"
SD,05,5th Meridian,111,0,N,071,0,W,0,SD051110N0710W0,BLM Cadastral - MT,111N 71W,SD051110N0710W0SN240,SN,Section,24,0,24,SD051110N0710W0SN240ANESE,A,Aliquot Part,NESE,,,NESE,,,,,,,,,,SE,NESE,,,,40 Acres,40.0,39.8920383,1343692800000,{FCDB0668-682B-4015-94B6-FD383341B39F},188210,316580.38671875,2250.655560525444,"[[-11054666.5342, 5527733.605300002], [-11054666.5864, 5528297.366899997], [-11054105.1401, 5528301.689800002], [-11054105.1652, 5527737.642300002], [-11054666.5342, 5527733.605300002]]"
SD,05,5th Meridian,111,0,N,071,0,W,0,SD051110N0710W0,BLM Cadastral - MT,111N 71W,SD051110N0710W0SN240,SN,Section,24,0,24,SD051110N0710W0SN240ASESE,A,Aliquot Part,SESE,,,SESE,,,,,,,,,,SE,SESE,,,,40 Acres,40.0,39.88955079,1343692800000,{D4C71389-C353-4244-B2E6-68D821302457},188234,316521.75,2250.443342673988,"[[-11054666.4852, 5527169.8653], [-11054666.5342, 5527733.605300002], [-11054105.1652, 5527737.642300002], [-11054105.1904, 5527173.629900001], [-11054666.4852, 5527169.8653]]"
SD,05,5th Meridian,111,0,N,071,0,W,0,SD051110N0710W0,BLM Cadastral - MT,111N 71W,SD051110N0710W0SN250,SN,Section,25,0,25,SD051110N0710W0SN250ANWNW,A,Aliquot Part,NWNW,,,NWNW,,,,,,,,,,NW,NWNW,,,,40 Acres,40.0,39.83324439,1343692800000,{01A1DC5F-B235-405A-87D5-312AF3FC0DB7},188261,316034.87890625,2248.6904913058943,"[[-11056348.8491, 5526595.551399998], [-11056350.645, 5527158.5722], [-11055789.2111, 5527162.336599998], [-11055787.9005, 5526599.077500001], [-11056348.8491, 5526595.551399998]]"
SD,05,5th Meridian,111,0,N,071,0,W,0,SD051110N0710W0,BLM Cadastral - MT,111N 71W,SD051110N0710W0SN250,SN,Section,25,0,25,SD051110N0710W0SN250ANESE,A,Aliquot Part,NESE,,,NESE,,,,,,,,,,SE,NESE,,,,40 Acres,40.0,39.82320139,1343692800000,{944CB997-8230-47AC-A357-20BE0E1A711A},188306,315878.7890625,2248.15139579062,"[[-11054665.3733, 5525478.509000003], [-11054665.7439, 5526042.287100002], [-11054105.355, 5526045.458499998], [-11054105.4389, 5525481.4252], [-11054665.3733, 5525478.509000003]]"
