has_match,matched_both,match_type,secdivid_from_sd_server,surface_match_value,surface_match_row,surface_source_data,subsurface_match_value,subsurface_match_row,subsurface_source_data
True,True,both,SD051180N0730W0SN150ASWNW,1180N0730W0SN15ASWNW,800.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN15ASWNW,2466.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN150ASESE,1180N0730W0SN15ASESE,798.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN15ASESE,2617.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN140ASWSW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN14ASWSW,2674.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN150ASWSE,1180N0730W0SN15ASWSE,802.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN15ASWSE,2616.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN130ASESW,1180N0730W0SN13ASESW,794.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN13ASESW,2671.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190ANENE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19ANENE,2246.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN130ASWSW,1180N0730W0SN13ASWSW,793.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN13ASWSW,2670.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN200ANENW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ANENW,2469.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190ANWNE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19ANWNE,2245.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN200ANWNW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ANWNW,2468.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190ANENW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19ANENW,2313.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN210ANWNW,1180N0730W0SN21ANWNW,809.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ANWNW,2472.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN210ANENW,1180N0730W0SN21ANENW,810.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ANENW,2473.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN220ANWNE,1180N0730W0SN22ANWNE,815.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN22ANWNE,2404.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN220ANENE,1180N0730W0SN22ANENE,816.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN22ANENE,2405.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN230ANWNW,1180N0730W0SN23ANWNW,819.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ANWNW,2724.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN230ANWNE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ANWNE,2408.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN230ANENE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ANENE,2409.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN240ANWNW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN24ANWNW,2760.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN230ANENW,1180N0730W0SN23ANENW,820.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ANENW,2725.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN200ASENW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ASENW,2471.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190ASENW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19ASENW,2314.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190ASWNE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19ASWNE,2247.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190ASENE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19ASENE,2248.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190L2,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19L2,2345.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN200ASWNW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ASWNW,2470.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN210ASWNE,1180N0730W0SN21ASWNE,813.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ASWNE,2255.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN220ASWNE,1180N0730W0SN22ASWNE,817.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN22ASWNE,2406.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN210ASWNW,1180N0730W0SN21ASWNW,811.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ASWNW,2474.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN230ASWNW,1180N0730W0SN23ASWNW,821.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ASWNW,2726.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN210ASENE,1180N0730W0SN21ASENE,814.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ASENE,2256.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN240ASWNW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN24ASWNW,2761.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190ANESE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19ANESE,2242.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN230ASWNE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ASWNE,2410.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN230ASENW,1180N0730W0SN23ASENW,822.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ASENW,2727.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN220ASENE,1180N0730W0SN22ASENE,818.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN22ASENE,2407.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN140ASESW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN14ASESW,2675.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN210ANWNE,1180N0730W0SN21ANWNE,807.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ANWNE,2253.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN200ANWSW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ANWSW,2548.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190ANWSE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19ANWSE,2241.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN230ASENE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ASENE,2411.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN200ANESW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ANESW,2549.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN210ANENE,1180N0730W0SN21ANENE,808.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ANENE,2254.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN210ANESE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ANESE,2250.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190L1,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19L1,2333.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN200ANESE,1180N0730W0SN20ANESE,806.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ANESE,2553.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN210ANWSE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ANWSE,2249.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN230ANESW,1180N0730W0SN23ANESW,824.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ANESW,2721.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN230ANWSW,1180N0730W0SN23ANWSW,823.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ANWSW,2720.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN200ASWSE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ASWSE,2554.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190ASESE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19ASESE,2244.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN200ASWSW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ASWSW,2550.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN190ASWSE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN19ASWSE,2243.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN210ASESE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ASESE,2252.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN210ASWSE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ASWSE,2251.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN230ASWSW,1180N0730W0SN23ASWSW,825.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ASWSW,2722.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN200ANWSE,1180N0730W0SN20ANWSE,805.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ANWSE,2552.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN230ASESW,1180N0730W0SN23ASESW,826.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN23ASESW,2723.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN290ANENW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN29ANENW,2481.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN300ANENW,1180N0730W0SN30ANENW,843.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN30ANENW,2321.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN280ANWNW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN28ANWNW,2732.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN300L1,1180N0730W0SN30L1,937.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN30L1,2334.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN280ANENE,1180N0730W0SN28ANENE,834.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN28ANENE,2413.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN280ANWNE,1180N0730W0SN28ANWNE,833.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN28ANWNE,2412.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN280ANENW,1180N0730W0SN28ANENW,835.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN28ANENW,2733.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN270ANENE,1180N0730W0SN27ANENE,830.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN27ANENE,2262.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN270ANENW,1180N0730W0SN27ANENW,828.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN27ANENW,2477.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN270ANWNW,1180N0730W0SN27ANWNW,827.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN27ANWNW,2476.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN270ANWNE,1180N0730W0SN27ANWNE,829.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN27ANWNE,2261.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN290ASWNW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN29ASWNW,2482.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN200ASESW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ASESW,2551.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN300L2,1180N0730W0SN30L2,922.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN30L2,2346.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN290ASENW,1180N0730W0SN29ASENW,842.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN29ASENW,2483.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN200ASESE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN20ASESE,2555.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN290ASENE,1180N0730W0SN29ASENE,837.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN29ASENE,2272.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN280ASWNW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN28ASWNW,2734.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN300ASENW,1180N0730W0SN30ASENW,844.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN30ASENW,2322.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN290ASWNE,1180N0730W0SN29ASWNE,836.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN29ASWNE,2271.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN280ASENW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN28ASENW,2735.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN270ASWNW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN27ASWNW,2478.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN270ASWNE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN27ASWNE,2263.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN280ASWNE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN28ASWNE,2414.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN280ASENE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN28ASENE,2415.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN270ASENW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN27ASENW,2479.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN270ASENE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN27ASENE,2264.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN300ANESE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN30ANESE,2619.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN300ANWSE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN30ANWSE,2618.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN290ANWNW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN29ANWNW,2480.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN280ANWSW,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN28ANWSW,2728.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN210ASENW,1180N0730W0SN21ASENW,812.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN21ASENW,2475.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN280ANESW,1180N0730W0SN28ANESW,831.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN28ANESW,2729.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN300ANESW,1180N0730W0SN30ANESW,845.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN30ANESW,2323.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN290ANESE,1180N0730W0SN29ANESE,839.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN29ANESE,2266.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,True,both,SD051180N0730W0SN300L3,1180N0730W0SN30L3,926.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN30L3,2353.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
True,False,SUBsurface,SD051180N0730W0SN270ANESE,,,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_surface/Sheet_1_sd_surface_copy_Table_1.csv,118073SN27ANESE,2258.0,/Users/mbonterre/Code/sd-parcel-match/data/csv/sd_subsurface.csv
